threshold,precision,recall,f1,cost_per_active_node,model
0.54,0.7395087001023541,0.42612798584488354,0.5406922357343311,0.7489576475751591,mlp
0.55,0.7496012759170654,0.41580654674137424,0.5349013657056145,0.7589788603613489,mlp
0.56,0.7543859649122807,0.4057800058979652,0.5277085330776606,0.7697315485333919,mlp
0.5700000000000001,0.7596371882086168,0.39516366853435564,0.5198836081474297,0.7811425645527028,mlp
0.5800000000000001,0.7656341320864991,0.3863167207313477,0.5135241081928655,0.7904323019530393,mlp
0.59,0.7731397459165155,0.3768799764081392,0.5067406819984139,0.8002340721234731,mlp
0.6,0.7765754296626353,0.3597758773223238,0.4917372027408303,0.8196913173871699,mlp
0.61,0.7856668878566688,0.34915953995871424,0.48346263781135157,0.8308097432521395,mlp
0.62,0.7915804002760525,0.3382483043350044,0.47396694214876034,0.8428059395801332,mlp
0.63,0.7977207977207977,0.33028605131229727,0.46715328467153283,0.8513642015946163,mlp
0.64,0.8020603384841796,0.3214391035092893,0.4589473684210526,0.8612391193036354,mlp
0.65,0.8047292143401983,0.31111766440578,0.4487452148022118,0.8730890205544584,mlp
0.66,0.8109177215189873,0.30227071660277205,0.44038668098818473,0.8828176431863067,mlp
0.67,0.8128559804719284,0.29460336184016517,0.43246753246753245,0.8916684953551313,mlp
0.68,0.817258883248731,0.2848717192568564,0.42247977257817626,0.9027137736815156,mlp
0.6900000000000001,0.8241563055062167,0.2736655853730463,0.410892185078592,0.9152951503181918,mlp
0.7000000000000001,0.8313253012048193,0.26452373930993806,0.40134228187919463,0.9254626581815522,mlp
0.7100000000000001,0.8363988383349468,0.25479209672662934,0.39059674502712477,0.9365810840465219,mlp
0.72,0.8386773547094188,0.24682984370392214,0.3814080656185919,0.9458708214468583,mlp
0.73,0.8477580813347236,0.23975228546151578,0.3737931034482759,0.9535513129983176,mlp
0.74,0.8517699115044248,0.22707166027720435,0.3585564610011641,0.9684002633311389,mlp
0.75,0.8533178114086146,0.21616042465349455,0.34494117647058825,0.9813473776607418,mlp
0.76,0.8594327990135635,0.205544087289885,0.33174678724416945,0.9936361641430765,mlp
0.77,0.8643410852713178,0.19728693600707756,0.3212484993997599,1.0032184916977545,mlp
0.78,0.8701657458563536,0.1857859038631672,0.30619684082624543,1.0166776387974545,mlp
0.79,0.875748502994012,0.17251548215865525,0.28824833702882485,1.0323312120547143,mlp
0.8,0.877221324717286,0.16012975523444412,0.2708229426433915,1.0471801623875356,mlp
0.81,0.8873239436619719,0.14862872309053377,0.25460974993685276,1.0605661619486504,mlp
0.8200000000000001,0.8960302457466919,0.1397817752875258,0.24183673469387756,1.0708799648891816,mlp
0.8300000000000001,0.9142259414225942,0.12887053966381598,0.22589816490049108,1.0833881939872723,mlp
0.8400000000000001,0.9176201372997712,0.11825420230020643,0.20950888192267503,1.0961890132397045,mlp
0.85,0.9225,0.10881745797699793,0.19467159060933792,1.10752688172043,mlp
0.86,0.9361111111111111,0.09938071365378945,0.17968541722207412,1.1186453075853997,mlp
0.87,0.9415584415584416,0.08552049542907697,0.1567991349013247,1.135469241460025,mlp
0.88,0.9377289377289377,0.07549395458566795,0.13973799126637554,1.1478311754809452,mlp
0.89,0.9399141630901288,0.06458271896195812,0.12086092715231789,1.1611440275034746,mlp
0.9,0.9427083333333334,0.05337658507814804,0.10103265420039073,1.1748226172189307,mlp
0.91,0.937888198757764,0.044529637275140074,0.08502252252252253,1.1857216004681443,mlp
0.92,0.9323308270676691,0.03656738425243291,0.07037457434733257,1.195523370638578,mlp
0.93,0.9504950495049505,0.02831023296962548,0.054982817869415807,1.2054714358861824,mlp
0.9400000000000001,0.9620253164556962,0.022412267767620172,0.04380403458213256,1.2126398946675445,mlp
0.9500000000000001,0.9464285714285714,0.015629607785314067,0.03075137800986365,1.221051861604857,mlp
0.9600000000000001,1.0,0.008846947803007963,0.017538731365097926,1.2292443859264135,mlp
0.97,1.0,0.0038336773813034504,0.00763807285546416,1.2354619267061664,mlp
0.98,1.0,0.0020642878207018578,0.004120070629782225,1.237656352863726,mlp
0.99,0.0,0.0,0.0,1.2402165167142125,mlp
