budget_fraction,selected_nodes,captured_failures,precision_at_budget,recall_at_budget,lift_at_budget,model
0.01,433,387,0.8937644341801386,0.11184971098265896,3.4381516239704175,gnn
0.05,804,689,0.8569651741293532,0.1991329479768786,3.2965914646421073,gnn
0.1,1501,1165,0.776149233844104,0.33670520231213874,2.9857070238338217,gnn
0.2,2843,1823,0.6412240590925079,0.526878612716763,2.4666740539078846,gnn
