threshold,precision,recall,f1,cost_per_active_node,model
0.01,0.5025252525252525,0.9976408139191979,0.6683789390496888,0.24789700826567185,gnn
0.02,0.5516171185886966,0.9958714243585963,0.709975822558604,0.2059103211176944,gnn
0.03,0.5872711421098518,0.9932173400176939,0.7381108919570458,0.18155219076878062,gnn
0.04,0.6155400440852314,0.9882040695959894,0.7585738539898133,0.1677273059761539,gnn
0.05,0.637802784665268,0.9861397817752875,0.7746119990734306,0.15609684734108698,gnn
0.060000000000000005,0.6560346524906477,0.9826010026540843,0.7867768595041322,0.14936727379123693,gnn
0.06999999999999999,0.6722706096819931,0.9787673252727809,0.7970701248799231,0.144685831321776,gnn
0.08,0.6869420801328627,0.9758183426717782,0.8062865497076024,0.1402969790066564,gnn
0.09,0.7043366801965392,0.9722795635505751,0.8168979187314173,0.13561553653719552,gnn
0.09999999999999999,0.7148463047743623,0.9669713948687703,0.8220105289546252,0.1366396020773901,gnn
0.11,0.7282439350100156,0.9649071070480684,0.8300355149670218,0.13283593007095312,gnn
0.12,0.7382839031016527,0.9616632261869655,0.835297131147541,0.13210445468509985,gnn
0.13,0.7471871412169919,0.9595989383662636,0.8401755744900594,0.13064150391339333,gnn
0.14,0.7557109557109557,0.9560601592450605,0.8441609165473246,0.1311535366834906,gnn
0.15000000000000002,0.7644696432789984,0.9542907696844589,0.8488982161594963,0.12961743837319875,gnn
0.16,0.7728034474503231,0.9519315836036567,0.8530655391120507,0.12903225806451613,gnn
0.17,0.7801452784503632,0.9501621940430551,0.8568009573195053,0.12822763514007754,gnn
0.18000000000000002,0.7864672713900466,0.9460336184016515,0.8589022757697456,0.13064150391339333,gnn
0.19,0.7943878817978645,0.943379534060749,0.8624966298193583,0.13078779899056397,gnn
0.2,0.8001003260596941,0.9407254497198466,0.8647329899701817,0.13181186453075855,gnn
0.21000000000000002,0.8061327927014699,0.9380713653789443,0.8671118985961564,0.13276278253236778,gnn
0.22,0.809171974522293,0.9365968740784429,0.868234007654456,0.13342111037963572,gnn
0.23,0.8155589902112313,0.9336478914774403,0.8706173518493057,0.13466461853558628,gnn
0.24000000000000002,0.8192427385892116,0.9315836036567384,0.8718090244238995,0.1358349791529515,gnn
0.25,0.8228541612314114,0.930109112356237,0.8732004429678848,0.1363470119230488,gnn
0.26,0.8294287970518558,0.9292244175759363,0.8764951321279555,0.13517665130568357,gnn
0.27,0.8329804129168873,0.9280448245355353,0.8779467150230158,0.13539609392143953,gnn
0.28,0.8376,0.9262754349749337,0.8797087242683097,0.13598127423012216,gnn
0.29000000000000004,0.8424878836833603,0.9227366558537304,0.8807881773399014,0.1386145856191939,gnn
0.3,0.8450704225352113,0.9200825715128281,0.8809826344769166,0.14095530685392438,gnn
0.31,0.8489640130861504,0.9183131819522264,0.8822779430514237,0.14183307731694828,gnn
0.32,0.8529411764705882,0.9150693010911236,0.8829136434770237,0.14446638870602005,gnn
0.33,0.8566288402989206,0.9127101150103214,0.8837806967447173,0.14614878209348256,gnn
0.34,0.8606465997770345,0.9106458271896196,0.8849405358933945,0.1473922902494331,gnn
0.35000000000000003,0.8648496768755268,0.9076968445886169,0.8857553956834532,0.14965986394557823,gnn
0.36000000000000004,0.8696883852691218,0.9053376585078148,0.8871550353995088,0.15104966717869944,gnn
0.37,0.8725042783799202,0.9020937776467118,0.8870523415977961,0.15412186379928317,gnn
0.38,0.8752509320332664,0.90002948982601,0.8874672870020355,0.15580425718674568,gnn
0.39,0.8792605430387059,0.897670303745208,0.8883700569093828,0.1574866505742082,gnn
0.4,0.8826263800116212,0.8959009141846063,0.8892141080052686,0.1586570111915734,gnn
0.41000000000000003,0.8852554744525547,0.8941315246240047,0.8896713615023474,0.16004681442469462,gnn
0.42000000000000004,0.8887257780387552,0.8926570333235034,0.8906870678240401,0.1608514373491332,gnn
0.43,0.8907587835842928,0.8897080507225007,0.8902331071112423,0.1638504864311316,gnn
0.44,0.8943306619174829,0.8885284576820996,0.8914201183431952,0.16428937166264354,gnn
0.45,0.8988326848249028,0.885579475081097,0.8921568627450981,0.16663009289737402,gnn
0.46,0.9020198974977389,0.8823355942199941,0.8920691711389386,0.1697022895179577,gnn
0.47000000000000003,0.9050652107976949,0.879976408139192,0.8923444976076556,0.17175042059834686,gnn
0.48000000000000004,0.9086744043982895,0.8773223237982896,0.8927231807951987,0.174017994294492,gnn
0.49,0.9123885644020904,0.8752580359775878,0.893437688139675,0.17555409260478386,gnn
0.5,0.9146831530139103,0.8726039516366854,0.8931482040446725,0.1781874039938556,gnn
0.51,0.9162790697674419,0.8714243585962843,0.8932889963724304,0.17921146953405018,gnn
0.52,0.9177313804923652,0.8684753759952816,0.8924242424242425,0.18242996123180455,gnn
0.53,0.9195114312558722,0.8658212916543793,0.8918590522478737,0.18520956769804697,gnn
0.54,0.9209697732997482,0.8625774107932763,0.8908177249885793,0.18879379708872795,gnn
0.55,0.9234661606578115,0.861102919492775,0.8911948725774455,0.18996415770609318,gnn
0.56,0.9268680445151033,0.8596284281922737,0.8919828641370869,0.19091507570770244,gnn
0.5700000000000001,0.9301953250080052,0.856679445591271,0.8919250844335278,0.19369468217394484,gnn
0.5800000000000001,0.9326458266194005,0.8534355647301681,0.8912842623960578,0.19705946894886986,gnn
0.59,0.9348249027237354,0.8501916838690652,0.8905019305019305,0.20049740326238022,gnn
0.6,0.9360939028366482,0.846652904747862,0.8891297615360793,0.20452051788457318,gnn
0.61,0.9376640419947506,0.8428192273665586,0.8877154837707718,0.20883622266110746,gnn
0.62,0.9405155320555189,0.8392804482453553,0.8870188561633162,0.21249359959037378,gnn
0.63,0.9431515957446809,0.836626363904453,0.8867010470385998,0.21512691097944553,gnn
0.64,0.9457468184862693,0.8327926865231495,0.8856829230045475,0.21922317314022383,gnn
0.65,0.9471380471380472,0.8295488056620466,0.8844521301682126,0.22288055006949017,gnn
0.66,0.9494915254237288,0.8260100265408434,0.8834568680018925,0.22668422207592714,gnn
0.67,0.9518607033117105,0.82217634915954,0.8822784810126583,0.23085363177529075,gnn
0.68,0.952200825309491,0.8165732822176349,0.8791871725670741,0.23765635286372613,gnn
0.6900000000000001,0.9548454324418201,0.8106753170156296,0.8768740031897927,0.24431277887499087,gnn
0.7000000000000001,0.9555788737320742,0.805662046593925,0.87424,0.25031087703898763,gnn
