pr_auc,recall,cost_per_active_node,recall_at_10_percent,graph_mae
0.9715275840497726,0.9697224558452481,0.10193149237965897,0.3310905522848332,0.06353280618872846
0.9751806414992745,0.970321017565112,0.0961239103362391,0.3349485160508783,0.08050055233739441
0.9683927325026472,0.9669327251995439,0.1109120764293178,0.32668187001140253,0.08198526398460755
0.9650091458388619,0.9695794810617357,0.10311269593640889,0.33641515061139277,0.0866969360573881
0.9734071797467607,0.97671777399205,0.09700321351169569,0.33617262918796137,0.05512449443083974
0.9733305654065463,0.9773584905660377,0.1000216966804079,0.33935309973045824,0.06421725648972723
0.9701013148352253,0.9665211062590975,0.10257545568592724,0.3420669577874818,0.08117075998159483
0.9728680553755401,0.9739551786795881,0.09267991033469893,0.3419139915202907,0.07985521454961514
0.9683391453266046,0.9673814557535487,0.10701078582434514,0.3373603141045001,0.07690388834068798
0.97228115800913,0.9731811697574893,0.0959718247853841,0.3443651925820257,0.0575298948668584
0.9716344757503356,0.9650894402769763,0.10622518540714661,0.3320830929024812,0.07453337140173895
0.9700868910443246,0.9663406214039125,0.10719573586023097,0.3351553509781358,0.07053867539966024
0.9710651329173724,0.9710187353629977,0.09593544530783024,0.3430913348946136,0.07952712168810011
0.9687171385248722,0.9652098907418056,0.10588939609369154,0.3312248418631397,0.06576417057250424
0.972469413684301,0.9676889375684556,0.10345077569957953,0.3359802847754655,0.06538696329212851
0.9744341097921955,0.9697054698457223,0.1031310398144569,0.32538569424964936,0.06030389199805483
0.9749919736077823,0.9739376770538244,0.09904481998530493,0.33541076487252125,0.07662936273970669
0.967820717370517,0.9712292938099389,0.10618299309737113,0.3437954083115373,0.07176358961241644
0.9635852437008666,0.9651259341267645,0.11414885777450258,0.3279822861887628,0.06730511684257251
0.9735521239523123,0.974585635359116,0.0998970890914437,0.33591160220994476,0.06401576166910292
0.9716541142178649,0.9671702498547357,0.09997006884166418,0.33294596165020335,0.06923311409679637
0.9742082666027673,0.9730969122592479,0.09386762860727729,0.3338428615102415,0.07971421000773757
0.9739408419037914,0.9727784730913642,0.09715546450240328,0.34198998748435544,0.08321722204365381
0.9735325108022189,0.9730312837108953,0.09772393538913363,0.3333333333333333,0.06203334814144505
0.9720046299118094,0.967948717948718,0.10947156983930778,0.3283799533799534,0.07322770550864625
0.9736974563693884,0.9729574223245109,0.09958380628074158,0.33860759493670883,0.07339367529507293
