f1,pr_auc
0.8966604557832879,0.9671790812553892
0.9022720199190788,0.9707738608965
0.8881733021077284,0.9654417334716763
0.8836147877681424,0.9626326872868275
0.8958816705336426,0.967877694133128
0.9012008733624454,0.9700862133033165
0.9019202363367799,0.9676307397617513
0.9032258064516129,0.969902226250987
0.8912705809257533,0.9650743664229878
0.9063408958696917,0.9700458274490315
0.8889890340994442,0.9665985953293338
0.8858760429082241,0.9656846441262676
0.8998205741626795,0.9693735947341009
0.897099955836891,0.9669395594663001
0.8956114188325522,0.9689590614257556
0.9048717209570482,0.970176878722139
0.9045691150954309,0.9727124359461362
0.8935795954265612,0.9650462564316806
0.8879444680549653,0.9620865398508763
0.9017568517217147,0.9694860189233007
0.898360655737705,0.969817782038106
0.8984460838172972,0.9704118021155679
0.8997272581421466,0.9688931022476032
0.9015401540154016,0.9690536389568486
0.8954062546760437,0.967448824447987
0.8992498896896602,0.9711606805682349
0.8929119361767414,0.9665461904550547
0.8907433163344151,0.967072684721669
0.8984004739336493,0.9679538211661118
0.8890855457227138,0.964814558659432
0.8962655601659751,0.9681058130050295
0.8999547306473518,0.967846328373784
0.8980956534379997,0.966774512527938
0.8898559423769508,0.9645402435006496
0.9049138481174218,0.9690203769368464
0.9008665002202967,0.970084116251512
0.9028453486657821,0.9705397661517811
0.8991121872477804,0.9695221700540821
0.8974591651542649,0.9655679995473907
0.9009415196923485,0.9713838793655808
0.8958304281132339,0.9675416990100623
0.902249257320696,0.9712911280991389
0.8996725215838047,0.9694376825138916
0.8971358176778564,0.9684946936099577
0.9028666852212636,0.9704002561132337
0.8876827981305593,0.9642212972830639
0.9024979854955681,0.9702285300527524
0.8980030721966206,0.9671137994908947
0.8996753748647395,0.9699023279791401
0.898196625945317,0.9674266236887289
0.9039685764594338,0.9722614688053709
0.8961538461538462,0.9673596992948523
0.8866936087412064,0.9635029761260602
0.8960464051289879,0.966655448404146
0.8966547192353644,0.9669457570017443
0.8975434391851408,0.9690175922654092
0.893556627873971,0.9683175497503663
0.896351136964569,0.9675237728162487
0.8932228181374939,0.9638646471027533
0.901416678837447,0.9695251722227091
0.8980575214576118,0.9680905449414348
0.9020389391384332,0.9706069341887261
0.8949933540097474,0.9671533479595351
0.8979827089337176,0.969049158697625
0.8917232021709633,0.9671350750320924
0.9014554275318375,0.9700638463480686
0.901477126057651,0.9703265653430808
0.893048128342246,0.9678963874440467
0.9049703032197561,0.9715999309904363
0.896873120865905,0.9695109483850481
0.8878698224852071,0.9654105829524259
0.9004018369690011,0.9692872338264069
0.8953719260730105,0.9669287149027391
0.8901912399753239,0.966876879838245
0.9068268385584529,0.9725755545669914
0.9061039512816882,0.9717586611308165
0.8926974664679582,0.9652053589641543
0.8779791636934494,0.9571901604948927
0.8941864041833282,0.9669246162416428
0.8960706150341685,0.9686463818310469
0.8941605839416058,0.9662584253134477
0.8953626634958383,0.9664368464413671
0.889193302891933,0.9657889767582102
0.8946218946218947,0.9678478075476407
0.8899220566115137,0.9652109003988335
0.8927108927108927,0.9643217339421609
0.8927738927738927,0.9645851624238997
0.8951467944877172,0.9669110476271026
0.8962909090909091,0.9674157012976619
0.9003395836409273,0.9685347623156229
0.8938637461749074,0.9640721792596282
0.8971579255786698,0.9689451054346109
0.8871701546860783,0.9639112011634413
0.9096201829775437,0.9733070432758657
0.8874728457639391,0.9628364275904887
0.8987841945288754,0.9703366263270027
0.9015043996593812,0.9693318614601907
0.889059618930547,0.9645016386110055
0.8982256919801278,0.9704208587428956
0.8998078506725227,0.9702911564184257
0.8984778292521509,0.9685782760638499
0.8958458759783263,0.9686440731883083
0.888821752265861,0.9631984542113781
0.9074125874125875,0.9723812050468174
0.8980199493821647,0.9682684537326874
0.8953114964675658,0.9677232388032324
0.9079847908745247,0.9728652710070379
0.9004850801117155,0.968758934931735
0.9012888107791447,0.9687404158978659
0.8975535168195719,0.9673541854794886
0.8880101680553594,0.9647640482220827
0.8839027706952235,0.960690120903939
0.9011958997722096,0.9690726345616053
0.8839843182808189,0.9645088449735787
0.8887274840209181,0.962677931475242
0.8997785977859779,0.9695654536595869
0.8996293128029655,0.9701202786029771
0.8913718187461204,0.9659156925147432
0.9060459835367585,0.9718072775868727
0.8944851769206248,0.9662540107911607
0.9038401498595067,0.9713083051258995
0.8975501113585747,0.9687789476915337
0.9035242890189141,0.9720612436585361
0.8857781087118392,0.9639087754736944
0.9022671568627451,0.9719718548304926
0.8975155279503105,0.967188462470234
0.8994830557151062,0.9669483889171815
0.9073170731707317,0.9718716356114474
0.8957234915055653,0.9662163105559227
0.8972644376899696,0.9696081829569773
0.8986615678776291,0.9683367281764015
0.903196892739767,0.9709930238013104
0.8977346278317152,0.968531345633825
0.900168255748738,0.9712814987165456
0.8992532055798225,0.97022792102846
0.8965212264150944,0.9696558357920549
0.8894131524624005,0.9662317896792179
0.8923892701185278,0.9659262853133966
0.8944947735191637,0.9681676307652564
0.9009230769230769,0.9702521591501279
0.8942552872356382,0.9666291469270588
0.892980092800479,0.9681974269586865
0.8888558692421991,0.9637862627958993
0.8964817320703654,0.9682212446901665
0.8972777861332532,0.966945569476298
0.9041843541540328,0.972918786760324
0.8949640287769784,0.9670501589573549
0.8932208321210358,0.9670828083486553
0.8964907107048068,0.9673258409719262
0.8953586497890296,0.9691453448944519
0.8963990554899646,0.9670111564032802
0.9004804392587509,0.9691214961846577
0.8972814107274063,0.9681369551285062
0.8995159160921227,0.969663213507935
0.8878848728246319,0.9647155358199454
0.8996261144664941,0.9670804536568492
0.9030110455439552,0.9713271108778435
0.8943899223670719,0.9680723701293805
0.8955730371741478,0.9668518724945108
0.8976539589442816,0.9684571284862483
0.898533894614603,0.9679981851157589
0.9020735583472075,0.971226936235196
0.8950655840099938,0.9685224271124903
0.8963371517465705,0.9677415147365355
0.8981723237597912,0.9697341165209284
0.9092783505154639,0.9747121803429891
0.8907689983381175,0.9637180366818686
0.9032445802415248,0.9703989682200567
0.9015742239223187,0.969998206104424
0.903639089546136,0.9730843137253983
0.8943968358602505,0.9693479750499149
0.9036683566954966,0.9715766685402242
0.8919048379370909,0.9666041532437799
0.8975150713130422,0.9675872789104094
0.8940092165898618,0.9686154122506653
0.895875486381323,0.968080049999788
0.8966419537723507,0.9674359788473414
0.9001141552511416,0.9667650747381485
0.8982338099243061,0.9670146668154523
0.8922775601566871,0.9672304529628745
0.8999544557461667,0.9698019560198533
0.9003573981415297,0.9704161292108542
0.9006854774430098,0.9707008812018482
0.9044943820224719,0.9714746740435418
0.8991196420839948,0.9698126566099725
0.8823950723392064,0.965218107084833
0.9019020518196795,0.9707290998479033
0.8904552129221732,0.9651366275973678
0.8923570595099183,0.9640238566136048
0.9024194840570421,0.9689967526795025
0.9043118724158299,0.9703319274699858
0.8935728068873385,0.9656161754437323
0.8996481351161154,0.9710735409835843
0.8951841359773371,0.9696286667725821
0.8965740142210731,0.965867183354431
0.8926447574334898,0.9653347092694624
0.901989901989902,0.969872504122516
0.9072042691965609,0.9712868675293357
0.9034985422740525,0.9716062974197937
0.8845470692717584,0.9625918632491248
