threshold,precision,recall,f1,model
0.44,0.7944262295081967,0.9376934984520123,0.8601348952786653,hybrid
0.45,0.8013902681231381,0.9369195046439629,0.863871543264942,hybrid
0.46,0.8035356904603068,0.9322755417956656,0.8631314940881405,hybrid
0.47000000000000003,0.8060402684563759,0.9295665634674922,0.8634076204169662,hybrid
0.48000000000000004,0.8118006103763988,0.9264705882352942,0.8653533345382252,hybrid
0.49,0.8158253751705321,0.9256965944272446,0.8672951414068165,hybrid
0.5,0.8193060803847475,0.9229876160990712,0.8680618744313012,hybrid
0.51,0.8229598893499308,0.9210526315789473,0.8692476260043828,hybrid
0.52,0.8260869565217391,0.9191176470588235,0.8701227331013006,hybrid
0.53,0.8290119131044149,0.9156346749226006,0.8701728576682604,hybrid
0.54,0.8311001410437235,0.9121517027863777,0.8697416974169742,hybrid
0.55,0.8336879432624114,0.9098297213622291,0.8700962250185048,hybrid
0.56,0.837615988579586,0.9082817337461301,0.8715187523208318,hybrid
0.5700000000000001,0.8438514244500541,0.9055727554179567,0.8736232966212433,hybrid
0.5800000000000001,0.8479447071662423,0.9020897832817337,0.8741796362272642,hybrid
0.59,0.8521229868228404,0.9009287925696594,0.8758465011286681,hybrid
0.6,0.8554039099963113,0.8974458204334366,0.8759206798866855,hybrid
0.61,0.858679525222552,0.8958978328173375,0.8768939393939394,hybrid
0.62,0.8611940298507462,0.8931888544891641,0.8768996960486323,hybrid
0.63,0.8635851183765502,0.8893188854489165,0.8762631077216396,hybrid
0.64,0.8663141993957704,0.8877708978328174,0.8769113149847095,hybrid
0.65,0.8696313188901559,0.8854489164086687,0.8774688398849473,hybrid
0.66,0.8719908291937333,0.8831269349845201,0.8775235531628532,hybrid
0.67,0.8734662576687117,0.881578947368421,0.8775038520801233,hybrid
0.68,0.8768815129293709,0.8792569659442725,0.8780676328502416,hybrid
0.6900000000000001,0.8788349514563106,0.8757739938080495,0.877301802674937,hybrid
0.7000000000000001,0.8814090019569472,0.871517027863777,0.8764351041058571,hybrid
0.7100000000000001,0.8852071005917159,0.868421052631579,0.8767337370580192,hybrid
0.72,0.8884462151394422,0.8630030959752322,0.8755398508048685,hybrid
0.73,0.8932155760738659,0.8610681114551083,0.8768472906403941,hybrid
0.74,0.8965656565656566,0.8587461300309598,0.877248468076695,hybrid
0.75,0.8995918367346939,0.8529411764705882,0.8756456098529996,hybrid
0.76,0.9016393442622951,0.8513931888544891,0.8757961783439491,hybrid
0.77,0.9051155115511551,0.8490712074303406,0.8761980830670927,hybrid
0.78,0.9066390041493776,0.8455882352941176,0.8750500600720865,hybrid
0.79,0.9095856006697363,0.8409442724458205,0.8739191634828072,hybrid
0.8,0.9142011834319527,0.8370743034055728,0.8739393939393939,hybrid
0.81,0.9169152109075416,0.8328173374613003,0.8728452646522004,hybrid
0.8200000000000001,0.9216867469879518,0.8289473684210527,0.8728606356968215,hybrid
0.8300000000000001,0.9259098786828422,0.8270123839009288,0.8736713000817662,hybrid
0.8400000000000001,0.9298245614035088,0.8204334365325078,0.8717105263157895,hybrid
0.85,0.9337188612099644,0.8123065015479877,0.8687913907284768,hybrid
